ShipmentItem,Shipment,Item,OrderItem,Date,Stock
200618-4,200618,4,101224-4,6/15/2023,S0535
200618-5,200618,5,101224-5,6/15/2023,S0333
200619-1,200619,1,101230-1,5/30/2023,S0332
200620-1,200620,1,101231-1,1/26/2024,S0395
200621-1,200621,1,101232-1,7/19/2024,S0267
200621-2,200621,2,101232-2,7/19/2024,S0124
200621-3,200621,3,101232-3,7/19/2024,S0589
200622-1,200622,1,101233-1,3/24/2022,S0142
200623-1,200623,1,101235-1,6/10/2023,S0351
200623-2,200623,2,101235-2,6/10/2023,S0264
200623-3,200623,3,101235-3,6/10/2023,S0170
200624-1,200624,1,101236-1,4/17/2025,S0542
200625-1,200625,1,101237-1,2/3/2024,S0276
200626-1,200626,1,101238-1,10/1/2024,S0285
200627-1,200627,1,101240-1,8/9/2024,S0457
200627-2,200627,2,101240-2,8/9/2024,S0093
200627-3,200627,3,101240-3,8/9/2024,S0096
200627-4,200627,4,101240-4,8/9/2024,S0379
200628-1,200628,1,101243-1,4/22/2023,S0409
200628-2,200628,2,101243-2,4/22/2023,S0119
200628-3,200628,3,101243-3,4/22/2023,S0262
200629-1,200629,1,101245-1,12/14/2023,S0152
200629-2,200629,2,101245-2,12/14/2023,S0367
200629-3,200629,3,101245-3,12/14/2023,S0478
200629-4,200629,4,101245-4,12/14/2023,S0187
200629-5,200629,5,101245-5,12/14/2023,S0604
200630-1,200630,1,101246-1,2/13/2022,S0494
200630-2,200630,2,101246-2,2/13/2022,S0401
200630-3,200630,3,101246-3,2/13/2022,S0524
200630-4,200630,4,101246-4,2/13/2022,S0559
200630-5,200630,5,101246-5,2/13/2022,S0222
200631-1,200631,1,101247-1,1/31/2023,S0244
200631-2,200631,2,101247-2,1/31/2023,S0317
200631-3,200631,3,101247-3,1/31/2023,S0603
200631-4,200631,4,101247-4,1/31/2023,S0221
200631-5,200631,5,101247-5,1/31/2023,S0586
200632-1,200632,1,101249-1,9/7/2023,S0345
200632-2,200632,2,101249-2,9/7/2023,S0321
200632-3,200632,3,101249-3,9/7/2023,S0008
200633-1,200633,1,101250-1,6/27/2022,S0537
200634-1,200634,1,101252-1,9/1/2025,S0058
200635-1,200635,1,101253-1,7/11/2025,S0547
200635-2,200635,2,101253-2,7/11/2025,S0029
200635-3,200635,3,101253-3,7/11/2025,S0025
200635-4,200635,4,101253-4,7/11/2025,S0250
200635-5,200635,5,101253-5,7/11/2025,S0320
200636-1,200636,1,101254-1,8/25/2022,S0420
200637-1,200637,1,101256-1,5/8/2022,S0421
200637-2,200637,2,101256-2,5/8/2022,S0432
200638-1,200638,1,101257-1,6/15/2024,S0553
200638-2,200638,2,101257-2,6/15/2024,S0554
200638-3,200638,3,101257-3,6/15/2024,S0385
200638-4,200638,4,101257-4,6/15/2024,S0251
200638-5,200638,5,101257-5,6/15/2024,S0470
200639-1,200639,1,101259-1,6/3/2023,S0175
200639-2,200639,2,101259-2,6/3/2023,S0144
200639-3,200639,3,101259-3,6/3/2023,S0520
200640-1,200640,1,101261-1,6/20/2023,S0228
200640-2,200640,2,101261-2,6/20/2023,S0241
200641-1,200641,1,101263-1,6/21/2024,S0568
200641-2,200641,2,101263-2,6/21/2024,S0233
200641-3,200641,3,101263-3,6/21/2024,S0464
200642-1,200642,1,101265-1,6/17/2023,S0170
200643-1,200643,1,101266-1,8/13/2024,S0451
200644-1,200644,1,101267-1,11/7/2024,S0301
200644-2,200644,2,101267-2,11/7/2024,S0485
200645-1,200645,1,101276-1,3/8/2025,S0026
200646-1,200646,1,101277-1,3/31/2024,S0407
200646-2,200646,2,101277-2,3/31/2024,S0352
200646-3,200646,3,101277-3,3/31/2024,S0253
200646-4,200646,4,101277-4,3/31/2024,S0124
200646-5,200646,5,101277-5,3/31/2024,S0558
200647-1,200647,1,101278-1,3/28/2024,S0142
200647-2,200647,2,101278-2,3/28/2024,S0059
200648-1,200648,1,101281-1,10/23/2024,S0155
200648-2,200648,2,101281-2,10/23/2024,S0036
200648-3,200648,3,101281-3,10/23/2024,S0308
200649-1,200649,1,101284-1,6/16/2024,S0365
200649-2,200649,2,101284-2,6/16/2024,S0129
200649-3,200649,3,101284-3,6/16/2024,S0151
200649-4,200649,4,101284-4,6/16/2024,S0479
200649-5,200649,5,101284-5,6/16/2024,S0579
200650-1,200650,1,101285-1,9/1/2023,S0300
200650-2,200650,2,101285-2,9/1/2023,S0275
200650-3,200650,3,101285-3,9/1/2023,S0268
200651-1,200651,1,101286-1,4/29/2024,S0276
200651-2,200651,2,101286-2,4/29/2024,S0454
200651-3,200651,3,101286-3,4/29/2024,S0298
200651-4,200651,4,101286-4,4/29/2024,S0451
200652-1,200652,1,101289-1,12/13/2022,S0208
200653-1,200653,1,101292-1,7/25/2025,S0487
200653-2,200653,2,101292-2,7/25/2025,S0112
200653-3,200653,3,101292-3,7/25/2025,S0519
200653-4,200653,4,101292-4,7/25/2025,S0328
200653-5,200653,5,101292-5,7/25/2025,S0243
200654-1,200654,1,101296-1,6/4/2022,S0351
200654-2,200654,2,101296-2,6/4/2022,S0273
200654-3,200654,3,101296-3,6/4/2022,S0586
200654-4,200654,4,101296-4,6/4/2022,S0334
200655-1,200655,1,101297-1,2/11/2025,S0294
200655-2,200655,2,101297-2,2/11/2025,S0139
200655-3,200655,3,101297-3,2/11/2025,S0515
200655-4,200655,4,101297-4,2/11/2025,S0134
200656-1,200656,1,101298-1,4/15/2023,S0204
200656-2,200656,2,101298-2,4/15/2023,S0191
200656-3,200656,3,101298-3,4/15/2023,S0263
200656-4,200656,4,101298-4,4/15/2023,S0446
200656-5,200656,5,101298-5,4/15/2023,S0231
200657-1,200657,1,101300-1,5/21/2022,S0363
200657-2,200657,2,101300-2,5/21/2022,S0562
200658-1,200658,1,101301-1,5/17/2024,S0040
200659-1,200659,1,101304-1,10/21/2025,S0108
200659-2,200659,2,101304-2,10/21/2025,S0507
200660-1,200660,1,101306-1,11/3/2025,S0217
200661-1,200661,1,101311-1,4/23/2023,S0224
200661-2,200661,2,101311-2,4/23/2023,S0324
200662-1,200662,1,101312-1,4/1/2025,S0115
200662-2,200662,2,101312-2,4/1/2025,S0512
200662-3,200662,3,101312-3,4/1/2025,S0166
200663-1,200663,1,101313-1,9/3/2025,S0602
200663-2,200663,2,101313-2,9/3/2025,S0386
200663-3,200663,3,101313-3,9/3/2025,S0420
200663-4,200663,4,101313-4,9/3/2025,S0469
200664-1,200664,1,101318-1,1/6/2025,S0177
200664-2,200664,2,101318-2,1/6/2025,S0592
200664-3,200664,3,101318-3,1/6/2025,S0231
200664-4,200664,4,101318-4,1/6/2025,S0302
200665-1,200665,1,101319-1,7/19/2022,S0373
200665-2,200665,2,101319-2,7/19/2022,S0187
200665-3,200665,3,101319-3,7/19/2022,S0508
200665-4,200665,4,101319-4,7/19/2022,S0168
200665-5,200665,5,101319-5,7/19/2022,S0512
200666-1,200666,1,101324-1,9/29/2022,S0515
200666-2,200666,2,101324-2,9/29/2022,S0545
200666-3,200666,3,101324-3,9/29/2022,S0566
200667-1,200667,1,101325-1,6/23/2025,S0199
200667-2,200667,2,101325-2,6/23/2025,S0546
200668-1,200668,1,101331-1,9/12/2022,S0571
200668-2,200668,2,101331-2,9/12/2022,S0114
200668-3,200668,3,101331-3,9/12/2022,S0161
200668-4,200668,4,101331-4,9/12/2022,S0044
200668-5,200668,5,101331-5,9/12/2022,S0245
200669-1,200669,1,101335-1,11/24/2022,S0202
200669-2,200669,2,101335-2,11/24/2022,S0350
200669-3,200669,3,101335-3,11/24/2022,S0224
200669-4,200669,4,101335-4,11/24/2022,S0113
200670-1,200670,1,101337-1,11/22/2023,S0072
200670-2,200670,2,101337-2,11/22/2023,S0057
200671-1,200671,1,101339-1,10/30/2022,S0397
200671-2,200671,2,101339-2,10/30/2022,S0060
200671-3,200671,3,101339-3,10/30/2022,S0256
200672-1,200672,1,101347-1,8/31/2024,S0020
200672-2,200672,2,101347-2,8/31/2024,S0624
200672-3,200672,3,101347-3,8/31/2024,S0406
200672-4,200672,4,101347-4,8/31/2024,S0415
200672-5,200672,5,101347-5,8/31/2024,S0077
200673-1,200673,1,101348-1,1/18/2024,S0338
200673-2,200673,2,101348-2,1/18/2024,S0129
200674-1,200674,1,101351-1,5/9/2024,S0323
200675-1,200675,1,101352-1,7/30/2025,S0384
200676-1,200676,1,101353-1,11/24/2022,S0608
200676-2,200676,2,101353-2,11/24/2022,S0604
200676-3,200676,3,101353-3,11/24/2022,S0423
200676-4,200676,4,101353-4,11/24/2022,S0400
200677-1,200677,1,101354-1,2/3/2022,S0349
200677-2,200677,2,101354-2,2/3/2022,S0362
200677-3,200677,3,101354-3,2/3/2022,S0249
200677-4,200677,4,101354-4,2/3/2022,S0057
200678-1,200678,1,101355-1,2/1/2025,S0202
200679-1,200679,1,101356-1,2/19/2024,S0596
200679-2,200679,2,101356-2,2/19/2024,S0222
200679-3,200679,3,101356-3,2/19/2024,S0528
200680-1,200680,1,101358-1,10/15/2023,S0282
200681-1,200681,1,101359-1,8/20/2022,S0570
200681-2,200681,2,101359-2,8/20/2022,S0179
200682-1,200682,1,101361-1,1/1/2024,S0525
200682-2,200682,2,101361-2,1/1/2024,S0465
200682-3,200682,3,101361-3,1/1/2024,S0294
200682-4,200682,4,101361-4,1/1/2024,S0216
200682-5,200682,5,101361-5,1/1/2024,S0585
200683-1,200683,1,101364-1,8/15/2025,S0210
200683-2,200683,2,101364-2,8/15/2025,S0470
200683-3,200683,3,101364-3,8/15/2025,S0589
200683-4,200683,4,101364-4,8/15/2025,S0559
200683-5,200683,5,101364-5,8/15/2025,S0036
200684-1,200684,1,101365-1,1/22/2024,S0471
200684-2,200684,2,101365-2,1/22/2024,S0111
200685-1,200685,1,101366-1,12/9/2025,S0593
200685-2,200685,2,101366-2,12/9/2025,S0031
200685-3,200685,3,101366-3,12/9/2025,S0520
200685-4,200685,4,101366-4,12/9/2025,S0249
200685-5,200685,5,101366-5,12/9/2025,S0219
200686-1,200686,1,101367-1,5/31/2025,S0400
200686-2,200686,2,101367-2,5/31/2025,S0559
200686-3,200686,3,101367-3,5/31/2025,S0514
200686-4,200686,4,101367-4,5/31/2025,S0151
200686-5,200686,5,101367-5,5/31/2025,S0561
200687-1,200687,1,101368-1,11/15/2023,S0259
200687-2,200687,2,101368-2,11/15/2023,S0257
200687-3,200687,3,101368-3,11/15/2023,S0282
200687-4,200687,4,101368-4,11/15/2023,S0339
200687-5,200687,5,101368-5,11/15/2023,S0232
200688-1,200688,1,101369-1,1/21/2025,S0324
200688-2,200688,2,101369-2,1/21/2025,S0198
200688-3,200688,3,101369-3,1/21/2025,S0124
200688-4,200688,4,101369-4,1/21/2025,S0148
200688-5,200688,5,101369-5,1/21/2025,S0027
200689-1,200689,1,101370-1,1/2/2025,S0343
200689-2,200689,2,101370-2,1/2/2025,S0344
200689-3,200689,3,101370-3,1/2/2025,S0072
200689-4,200689,4,101370-4,1/2/2025,S0358
200689-5,200689,5,101370-5,1/2/2025,S0575
200690-1,200690,1,101372-1,4/27/2022,S0455
200690-2,200690,2,101372-2,4/27/2022,S0509
200691-1,200691,1,101374-1,3/23/2024,S0027
200691-2,200691,2,101374-2,3/23/2024,S0470
200691-3,200691,3,101374-3,3/23/2024,S0315
200692-1,200692,1,101375-1,12/20/2022,S0223
200693-1,200693,1,101376-1,9/17/2022,S0262
200693-2,200693,2,101376-2,9/17/2022,S0463
200693-3,200693,3,101376-3,9/17/2022,S0308
200693-4,200693,4,101376-4,9/17/2022,S0155
200693-5,200693,5,101376-5,9/17/2022,S0223
200694-1,200694,1,101379-1,4/12/2024,S0423
200694-2,200694,2,101379-2,4/12/2024,S0098
200695-1,200695,1,101381-1,7/28/2024,S0009
200696-1,200696,1,101382-1,5/24/2024,S0269
200696-2,200696,2,101382-2,5/24/2024,S0342
200696-3,200696,3,101382-3,5/24/2024,S0433
200696-4,200696,4,101382-4,5/24/2024,S0374
200696-5,200696,5,101382-5,5/24/2024,S0599
200697-1,200697,1,101383-1,5/22/2023,S0189
200697-2,200697,2,101383-2,5/22/2023,S0184
200697-3,200697,3,101383-3,5/22/2023,S0407
200697-4,200697,4,101383-4,5/22/2023,S0289
200697-5,200697,5,101383-5,5/22/2023,S0442
200698-1,200698,1,101385-1,4/26/2022,S0582
200698-2,200698,2,101385-2,4/26/2022,S0566
200698-3,200698,3,101385-3,4/26/2022,S0126
200698-4,200698,4,101385-4,4/26/2022,S0179
200699-1,200699,1,101386-1,6/18/2025,S0080
200700-1,200700,1,101393-1,1/26/2025,S0593
200700-2,200700,2,101393-2,1/26/2025,S0310
200700-3,200700,3,101393-3,1/26/2025,S0393
200700-4,200700,4,101393-4,1/26/2025,S0203
200700-5,200700,5,101393-5,1/26/2025,S0573
200701-1,200701,1,101394-1,3/5/2022,S0202
200701-2,200701,2,101394-2,3/5/2022,S0288
200701-3,200701,3,101394-3,3/5/2022,S0072
200701-4,200701,4,101394-4,3/5/2022,S0576
200701-5,200701,5,101394-5,3/5/2022,S0214
200702-1,200702,1,101395-1,1/15/2024,S0427
200703-1,200703,1,101396-1,9/26/2022,S0046
200703-2,200703,2,101396-2,9/26/2022,S0525
200703-3,200703,3,101396-3,9/26/2022,S0261
200704-1,200704,1,101400-1,11/6/2025,S0410
200705-1,200705,1,101401-1,4/4/2025,S0319
200705-2,200705,2,101401-2,4/4/2025,S0283
200705-3,200705,3,101401-3,4/4/2025,S0322
200705-4,200705,4,101401-4,4/4/2025,S0290
200705-5,200705,5,101401-5,4/4/2025,S0615
200706-1,200706,1,101402-1,12/24/2025,S0248
200706-2,200706,2,101402-2,12/24/2025,S0504
200706-3,200706,3,101402-3,12/24/2025,S0166
200706-4,200706,4,101402-4,12/24/2025,S0398
200707-1,200707,1,101403-1,4/5/2023,S0036
200707-2,200707,2,101403-2,4/5/2023,S0090
200707-3,200707,3,101403-3,4/5/2023,S0174
200707-4,200707,4,101403-4,4/5/2023,S0219
200708-1,200708,1,101404-1,6/8/2023,S0360
200709-1,200709,1,101407-1,6/28/2023,S0121
200709-2,200709,2,101407-2,6/28/2023,S0481
200709-3,200709,3,101407-3,6/28/2023,S0433
200710-1,200710,1,101412-1,1/27/2022,S0155
200710-2,200710,2,101412-2,1/27/2022,S0409
200710-3,200710,3,101412-3,1/27/2022,S0563
200710-4,200710,4,101412-4,1/27/2022,S0154
200710-5,200710,5,101412-5,1/27/2022,S0243
200711-1,200711,1,101416-1,10/5/2025,S0267
200711-2,200711,2,101416-2,10/5/2025,S0601
200712-1,200712,1,101417-1,11/27/2022,S0287
200712-2,200712,2,101417-2,11/27/2022,S0049
200712-3,200712,3,101417-3,11/27/2022,S0344
200712-4,200712,4,101417-4,11/27/2022,S0350
200712-5,200712,5,101417-5,11/27/2022,S0181
200713-1,200713,1,101419-1,7/26/2025,S0447
200713-2,200713,2,101419-2,7/26/2025,S0502
200714-1,200714,1,101422-1,10/16/2022,S0461
200715-1,200715,1,101423-1,12/3/2024,S0440
200716-1,200716,1,101424-1,4/11/2022,S0384
200716-2,200716,2,101424-2,4/11/2022,S0200
200716-3,200716,3,101424-3,4/11/2022,S0239
200716-4,200716,4,101424-4,4/11/2022,S0444
200717-1,200717,1,101426-1,3/15/2025,S0409
200717-2,200717,2,101426-2,3/15/2025,S0476
200717-3,200717,3,101426-3,3/15/2025,S0199
200717-4,200717,4,101426-4,3/15/2025,S0427
200717-5,200717,5,101426-5,3/15/2025,S0112
200718-1,200718,1,101430-1,11/15/2022,S0298
200718-2,200718,2,101430-2,11/15/2022,S0412
200718-3,200718,3,101430-3,11/15/2022,S0398
200718-4,200718,4,101430-4,11/15/2022,S0125
200719-1,200719,1,101432-1,6/17/2025,S0471
200719-2,200719,2,101432-2,6/17/2025,S0340
200720-1,200720,1,101434-1,7/23/2025,S0065
200720-2,200720,2,101434-2,7/23/2025,S0362
200720-3,200720,3,101434-3,7/23/2025,S0559
200720-4,200720,4,101434-4,7/23/2025,S0329
200721-1,200721,1,101436-1,10/26/2022,S0173
200721-2,200721,2,101436-2,10/26/2022,S0480
200722-1,200722,1,101439-1,11/5/2023,S0082
200722-2,200722,2,101439-2,11/5/2023,S0172
200722-3,200722,3,101439-3,11/5/2023,S0054
200722-4,200722,4,101439-4,11/5/2023,S0489
200723-1,200723,1,101442-1,6/12/2022,S0361
200723-2,200723,2,101442-2,6/12/2022,S0080
200723-3,200723,3,101442-3,6/12/2022,S0214
200723-4,200723,4,101442-4,6/12/2022,S0442
200723-5,200723,5,101442-5,6/12/2022,S0622
200724-1,200724,1,101443-1,10/6/2024,S0390
200724-2,200724,2,101443-2,10/6/2024,S0034
200724-3,200724,3,101443-3,10/6/2024,S0540
200724-4,200724,4,101443-4,10/6/2024,S0325
200725-1,200725,1,101444-1,5/8/2022,S0489
200725-2,200725,2,101444-2,5/8/2022,S0324
200725-3,200725,3,101444-3,5/8/2022,S0503
200726-1,200726,1,101445-1,11/2/2025,S0021
200727-1,200727,1,101446-1,11/24/2022,S0026
200727-2,200727,2,101446-2,11/24/2022,S0458
200727-3,200727,3,101446-3,11/24/2022,S0239
200728-1,200728,1,101447-1,10/4/2023,S0003
200728-2,200728,2,101447-2,10/4/2023,S0390
200728-3,200728,3,101447-3,10/4/2023,S0114
200728-4,200728,4,101447-4,10/4/2023,S0175
200729-1,200729,1,101450-1,8/14/2024,S0395
200729-2,200729,2,101450-2,8/14/2024,S0402
200729-3,200729,3,101450-3,8/14/2024,S0237
200729-4,200729,4,101450-4,8/14/2024,S0565
200730-1,200730,1,101452-1,9/16/2022,S0448
200730-2,200730,2,101452-2,9/16/2022,S0515
200730-3,200730,3,101452-3,9/16/2022,S0423
200730-4,200730,4,101452-4,9/16/2022,S0089
200731-1,200731,1,101453-1,5/23/2024,S0214
200731-2,200731,2,101453-2,5/23/2024,S0496
200731-3,200731,3,101453-3,5/23/2024,S0052
200731-4,200731,4,101453-4,5/23/2024,S0176
200731-5,200731,5,101453-5,5/23/2024,S0018
200732-1,200732,1,101456-1,6/17/2023,S0402
200732-2,200732,2,101456-2,6/17/2023,S0169
200732-3,200732,3,101456-3,6/17/2023,S0064
200733-1,200733,1,101457-1,6/25/2023,S0215
200734-1,200734,1,101460-1,6/19/2023,S0030
200734-2,200734,2,101460-2,6/19/2023,S0435
200734-3,200734,3,101460-3,6/19/2023,S0422
200734-4,200734,4,101460-4,6/19/2023,S0288
200735-1,200735,1,101461-1,6/28/2023,S0011
200735-2,200735,2,101461-2,6/28/2023,S0020
200735-3,200735,3,101461-3,6/28/2023,S0438
200735-4,200735,4,101461-4,6/28/2023,S0329
200735-5,200735,5,101461-5,6/28/2023,S0493
200736-1,200736,1,101463-1,1/13/2025,S0530
200736-2,200736,2,101463-2,1/13/2025,S0595
200736-3,200736,3,101463-3,1/13/2025,S0235
200736-4,200736,4,101463-4,1/13/2025,S0534
200737-1,200737,1,101464-1,11/12/2025,S0399
200737-2,200737,2,101464-2,11/12/2025,S0270
200737-3,200737,3,101464-3,11/12/2025,S0143
200738-1,200738,1,101465-1,3/3/2025,S0134
200738-2,200738,2,101465-2,3/3/2025,S0325
200738-3,200738,3,101465-3,3/3/2025,S0019
200738-4,200738,4,101465-4,3/3/2025,S0528
200738-5,200738,5,101465-5,3/3/2025,S0078
200739-1,200739,1,101469-1,1/13/2022,S0365
200739-2,200739,2,101469-2,1/13/2022,S0541
200739-3,200739,3,101469-3,1/13/2022,S0325
200740-1,200740,1,101471-1,8/24/2025,S0181
200740-2,200740,2,101471-2,8/24/2025,S0048
200741-1,200741,1,101472-1,5/30/2023,S0624
200741-2,200741,2,101472-2,5/30/2023,S0473
200741-3,200741,3,101472-3,5/30/2023,S0420
200741-4,200741,4,101472-4,5/30/2023,S0123
200742-1,200742,1,101475-1,4/28/2025,S0482
200742-2,200742,2,101475-2,4/28/2025,S0508
200742-3,200742,3,101475-3,4/28/2025,S0021
200742-4,200742,4,101475-4,4/28/2025,S0607
200743-1,200743,1,101476-1,2/19/2022,S0001
200743-2,200743,2,101476-2,2/19/2022,S0185
200743-3,200743,3,101476-3,2/19/2022,S0212
200743-4,200743,4,101476-4,2/19/2022,S0219
200743-5,200743,5,101476-5,2/19/2022,S0047
200744-1,200744,1,101477-1,1/5/2023,S0172
200744-2,200744,2,101477-2,1/5/2023,S0037
200744-3,200744,3,101477-3,1/5/2023,S0354
200744-4,200744,4,101477-4,1/5/2023,S0195
200744-5,200744,5,101477-5,1/5/2023,S0425
200745-1,200745,1,101481-1,1/19/2022,S0598
200746-1,200746,1,101482-1,3/13/2025,S0360
200746-2,200746,2,101482-2,3/13/2025,S0485
200746-3,200746,3,101482-3,3/13/2025,S0143
200746-4,200746,4,101482-4,3/13/2025,S0056
200747-1,200747,1,101483-1,2/9/2024,S0109
200747-2,200747,2,101483-2,2/9/2024,S0579
200747-3,200747,3,101483-3,2/9/2024,S0076
200748-1,200748,1,101484-1,8/30/2025,S0479
200748-2,200748,2,101484-2,8/30/2025,S0625
200749-1,200749,1,101485-1,5/6/2025,S0415
200749-2,200749,2,101485-2,5/6/2025,S0083
200749-3,200749,3,101485-3,5/6/2025,S0509
200749-4,200749,4,101485-4,5/6/2025,S0593
200750-1,200750,1,101489-1,11/26/2024,S0550
200750-2,200750,2,101489-2,11/26/2024,S0415
200750-3,200750,3,101489-3,11/26/2024,S0335
200751-1,200751,1,101490-1,8/13/2023,S0564
200752-1,200752,1,101492-1,3/25/2025,S0403
200752-2,200752,2,101492-2,3/25/2025,S0424
200752-3,200752,3,101492-3,3/25/2025,S0197
200752-4,200752,4,101492-4,3/25/2025,S0242
200752-5,200752,5,101492-5,3/25/2025,S0618
200753-1,200753,1,101493-1,12/15/2025,S0351
200753-2,200753,2,101493-2,12/15/2025,S0376
200753-3,200753,3,101493-3,12/15/2025,S0295
200753-4,200753,4,101493-4,12/15/2025,S0217
200753-5,200753,5,101493-5,12/15/2025,S0303
200754-1,200754,1,101494-1,10/23/2022,S0457
200754-2,200754,2,101494-2,10/23/2022,S0335
200754-3,200754,3,101494-3,10/23/2022,S0092
200755-1,200755,1,101497-1,2/11/2022,S0470
200755-2,200755,2,101497-2,2/11/2022,S0425
200755-3,200755,3,101497-3,2/11/2022,S0147
200756-1,200756,1,101499-1,11/1/2024,S0356
200756-2,200756,2,101499-2,11/1/2024,S0360
200756-3,200756,3,101499-3,11/1/2024,S0041
200757-1,200757,1,101500-1,2/25/2024,S0222
200757-2,200757,2,101500-2,2/25/2024,S0399
200757-3,200757,3,101500-3,2/25/2024,S0139
200758-1,200758,1,101506-1,4/10/2024,S0043
200759-1,200759,1,101507-1,1/28/2024,S0475
200759-2,200759,2,101507-2,1/28/2024,S0289
200759-3,200759,3,101507-3,1/28/2024,S0551
200759-4,200759,4,101507-4,1/28/2024,S0346
200760-1,200760,1,101510-1,2/23/2025,S0575
200761-1,200761,1,101511-1,5/5/2022,S0438
200761-2,200761,2,101511-2,5/5/2022,S0229
200761-3,200761,3,101511-3,5/5/2022,S0334
200761-4,200761,4,101511-4,5/5/2022,S0022
200762-1,200762,1,101512-1,7/3/2022,S0387
200763-1,200763,1,101514-1,11/30/2025,S0223
200763-2,200763,2,101514-2,11/30/2025,S0206
200763-3,200763,3,101514-3,11/30/2025,S0508
200763-4,200763,4,101514-4,11/30/2025,S0432
200763-5,200763,5,101514-5,11/30/2025,S0162
200764-1,200764,1,101515-1,7/3/2022,S0043
200764-2,200764,2,101515-2,7/3/2022,S0574
200764-3,200764,3,101515-3,7/3/2022,S0248
200765-1,200765,1,101519-1,9/17/2023,S0030
200765-2,200765,2,101519-2,9/17/2023,S0173
200765-3,200765,3,101519-3,9/17/2023,S0455
200765-4,200765,4,101519-4,9/17/2023,S0043
200765-5,200765,5,101519-5,9/17/2023,S0585
200766-1,200766,1,101520-1,9/9/2023,S0618
200766-2,200766,2,101520-2,9/9/2023,S0556
200766-3,200766,3,101520-3,9/9/2023,S0581
200766-4,200766,4,101520-4,9/9/2023,S0279
200767-1,200767,1,101521-1,8/9/2025,S0108
200767-2,200767,2,101521-2,8/9/2025,S0433
200767-3,200767,3,101521-3,8/9/2025,S0541
200767-4,200767,4,101521-4,8/9/2025,S0174
200768-1,200768,1,101523-1,3/20/2022,S0340
200768-2,200768,2,101523-2,3/20/2022,S0206
200769-1,200769,1,101524-1,7/26/2025,S0051
200769-2,200769,2,101524-2,7/26/2025,S0067
200769-3,200769,3,101524-3,7/26/2025,S0414
200769-4,200769,4,101524-4,7/26/2025,S0611
200770-1,200770,1,101527-1,12/28/2025,S0033
200771-1,200771,1,101528-1,10/1/2022,S0625
200772-1,200772,1,101529-1,10/27/2023,S0016
200772-2,200772,2,101529-2,10/27/2023,S0262
200773-1,200773,1,101530-1,4/13/2025,S0243
200773-2,200773,2,101530-2,4/13/2025,S0363
200774-1,200774,1,101531-1,10/31/2022,S0145
200774-2,200774,2,101531-2,10/31/2022,S0528
200775-1,200775,1,101532-1,1/22/2023,S0239
200776-1,200776,1,101533-1,4/7/2023,S0248
200776-2,200776,2,101533-2,4/7/2023,S0140
200776-3,200776,3,101533-3,4/7/2023,S0374
200776-4,200776,4,101533-4,4/7/2023,S0480
200776-5,200776,5,101533-5,4/7/2023,S0120
200777-1,200777,1,101534-1,7/10/2024,S0410
200778-1,200778,1,101535-1,6/24/2022,S0173
200779-1,200779,1,101536-1,3/25/2023,S0546
200779-2,200779,2,101536-2,3/25/2023,S0421
200779-3,200779,3,101536-3,3/25/2023,S0009
200780-1,200780,1,101541-1,11/10/2025,S0183
200780-2,200780,2,101541-2,11/10/2025,S0325
200780-3,200780,3,101541-3,11/10/2025,S0581
200780-4,200780,4,101541-4,11/10/2025,S0134
200780-5,200780,5,101541-5,11/10/2025,S0496
200781-1,200781,1,101542-1,4/23/2022,S0470
200781-2,200781,2,101542-2,4/23/2022,S0559
200781-3,200781,3,101542-3,4/23/2022,S0597
200781-4,200781,4,101542-4,4/23/2022,S0035
200782-1,200782,1,101544-1,4/14/2023,S0382
200782-2,200782,2,101544-2,4/14/2023,S0247
200782-3,200782,3,101544-3,4/14/2023,S0009
200782-4,200782,4,101544-4,4/14/2023,S0195
200783-1,200783,1,101546-1,9/8/2025,S0620
200783-2,200783,2,101546-2,9/8/2025,S0276
200783-3,200783,3,101546-3,9/8/2025,S0621
200784-1,200784,1,101547-1,12/2/2024,S0105
200784-2,200784,2,101547-2,12/2/2024,S0577
200785-1,200785,1,101548-1,1/14/2025,S0521
